Day,Slope FD,Slope std dev FD,Slope 68% IC FD LOW,Slope 68% IC FD HIGH,Slope 95% IC FD LOW,Slope 95% IC FD HIGH,Slope 99.7% IC FD LOW,Slope 99.7% IC FD HIGH,S-Moving avrg 7 days FD,S-Moving avrg 14 days FD,Intercept FD,Intercept std dev FD,Intercept 68% IC FD LOW,Intercept 68% IC FD HIGH,Intercept 95% IC FD LOW,Intercept 95% IC FD HIGH,Intercept 99.7% IC FD LOW,Intercept 99.7% IC FD HIGH,S-Moving avrg 7 days FD,S-Moving avrg 14 days FD,R-value,P-value
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,0.0008491371995042178,0.00029441560796033926,0.0005547215915438785,0.001143552807464557,0.00027208260790195283,0.0014261917911064827,3.9494277613284735e-05,0.0016587801213951508,0.0,0.0,-0.0035912709922147953,0.00029441560796033926,-0.0038856866001751346,-0.003296855384254456,-0.00416832558381706,-0.0030142164006125302,-0.004400913914105728,-0.002781628070323862,0.0,0.0,0.051739731035361745,0.003951853048271969
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005985451653691326,-0.0002762516147857535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005985451653691326,-0.0002762516147857535,0.0,1.0
43,0.000672925309590782,0.00023331884912208074,0.0004396064604687013,0.0009062441587128628,0.00021562036531150378,0.0011302302538700603,3.129847450505994e-05,0.0013145521446765041,-0.0005985451653691326,-0.0002762516147857535,-0.002846014926294055,0.00023331884912208074,-0.003079333775416136,-0.002612696077171974,-0.0033033198705733333,-0.0023887099820147765,-0.003487641761379777,-0.002204388091208333,-0.0005985451653691326,-0.0002762516147857535,0.05173973103536145,0.0039518530482721735
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010728809864181416,-0.0004951758398852961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010728809864181416,-0.0004951758398852961,0.0,1.0
45,0.0004245685997521089,0.00014720780398016963,0.00027736079577193927,0.0005717764037322785,0.00013604130395097642,0.0007130958955532413,1.9747138806642368e-05,0.0008293900606975754,-0.0010728809864181416,-0.0004951758398852961,-0.0017956354961073976,0.00014720780398016963,-0.0019428433000875673,-0.001648427692127228,-0.00208416279190853,-0.0015071082003062651,-0.002200456957052864,-0.001390814035161931,-0.0010728809864181416,-0.0004951758398852961,0.051739731035361745,0.003951853048271969
46,0.000672925309590782,0.00023331884912208074,0.0004396064604687013,0.0009062441587128628,0.00021562036531150378,0.0011302302538700603,3.129847450505994e-05,0.0013145521446765041,-0.001372153569102708,-0.000633301647278173,-0.002846014926294055,0.00023331884912208074,-0.003079333775416136,-0.002612696077171974,-0.0033033198705733333,-0.0023887099820147765,-0.003487641761379777,-0.002204388091208333,-0.001372153569102708,-0.000633301647278173,0.05173973103536145,0.0039518530482721735
47,0.0004245685997521089,0.00014720780398016963,0.00027736079577193927,0.0005717764037322785,0.00013604130395097642,0.0007130958955532413,1.9747138806642368e-05,0.0008293900606975754,-0.0018464893901517171,-0.0008522258723777156,-0.0017956354961073976,0.00014720780398016963,-0.0019428433000875673,-0.001648427692127228,-0.00208416279190853,-0.0015071082003062651,-0.002200456957052864,-0.001390814035161931,-0.0018464893901517171,-0.0008522258723777156,0.051739731035361745,0.003951853048271969
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001547216807467151,-0.0009903516797705922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001547216807467151,-0.0009903516797705922,0.0,1.0
49,0.0008491371995042178,0.00029441560796033926,0.0005547215915438785,0.001143552807464557,0.00027208260790195283,0.0014261917911064827,3.9494277613284735e-05,0.0016587801213951508,-0.001547216807467151,-0.0009903516797705922,-0.0035912709922147953,0.00029441560796033926,-0.0038856866001751346,-0.003296855384254456,-0.00416832558381706,-0.0030142164006125302,-0.004400913914105728,-0.002781628070323862,-0.001547216807467151,-0.0009903516797705922,0.051739731035361745,0.003951853048271969
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016714261517872745,-0.001266603294556346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016714261517872745,-0.001266603294556346,0.0,1.0
51,0.0013139264983803227,0.0003718649830433551,0.0009420615153369675,0.0016857914814236777,0.0005850711316153466,0.0020427818651452987,0.00029129779501109606,0.002336555201749549,-0.0016714261517872745,-0.001266603294556346,-0.005534957618191237,0.0003718649830433551,-0.0059068226012345924,-0.0051630926351478815,-0.006263812984956213,-0.004806102251426261,-0.006557586321560464,-0.00451232891482201,-0.0016714261517872745,-0.001266603294556346,0.06334348666437023,0.00041633401620321285
52,0.0009858177599714087,0.00034180593584822805,0.0006440118241231806,0.0013276236958196367,0.0003158781257088817,0.0016557573942339357,4.585143638878152e-05,0.001925784083554036,-0.0022946465054679145,-0.0016923692651864412,-0.004169336506588771,0.00034180593584822805,-0.0045111424424369995,-0.003827530570740543,-0.004839276140851298,-0.003499396872326244,-0.005109302830171398,-0.0032293701830061437,-0.0022946465054679145,-0.0016923692651864412,0.05173973103536165,0.00395185304827203
53,0.0004245685997521089,0.00014720780398016963,0.00027736079577193927,0.0005717764037322785,0.00013604130395097642,0.0007130958955532413,1.9747138806642368e-05,0.0008293900606975754,-0.0025152001021837,-0.002013087458000962,-0.0017956354961073976,0.00014720780398016963,-0.0019428433000875673,-0.001648427692127228,-0.00208416279190853,-0.0015071082003062651,-0.002200456957052864,-0.001390814035161931,-0.0025152001021837,-0.002013087458000962,0.051739731035361745,0.003951853048271969
54,0.00039048944494100976,0.00014723824435860502,0.00024325120058240474,0.0005377276892996148,0.00010190248599814392,0.0006790764038838756,-1.4415727045154051e-05,0.0007953946169271736,-0.0025152001021837,-0.0021512132653938388,-0.0016437119231675229,0.00014723824435860502,-0.0017909501675261279,-0.0014964736788089178,-0.0019322988821103887,-0.001355124964224657,-0.0020486170951536866,-0.0012388067511813592,-0.0025152001021837,-0.0021512132653938388,0.047586700630220406,0.008040229259755595
55,0.0031063660789170146,0.0005961365650613473,0.0025102295138556673,0.003702502643978362,0.001937938411396774,0.004274793746437255,0.0014669905249983096,0.004745741632835719,-0.0027891520893782874,-0.002001401029313279,-0.013111750291363343,0.0005961365650613473,-0.01370788685642469,-0.012515613726301996,-0.014280177958883583,-0.011943322623843103,-0.014751125845282048,-0.011472374737444639,-0.0027891520893782874,-0.002001401029313279,0.09319696664378165,2.003092872618725e-07
56,0.0036087699347046222,0.0005275353634053365,0.0030812345712992856,0.0041363052981099584,0.0025748006224301625,0.004642739246979082,0.002158047685339947,0.005059492184069298,-0.004375898639236379,-0.0030099972055719977,-0.015197587077434191,0.0005275353634053365,-0.01572512244083953,-0.014670051714028855,-0.016231556389708652,-0.014163617765159732,-0.016648309326798866,-0.013746864828069517,-0.004375898639236379,-0.0030099972055719977,0.1219669859544949,9.44959086851767e-12
57,0.006837910421521107,0.0009201168297125542,0.005917793591808553,0.007758027251233661,0.005034481435284501,0.008641339407757713,0.004307589139811583,0.009368231703230631,-0.006908829818808744,-0.003960118140275085,-0.028713578928601942,0.0009201168297125542,-0.029633695758314496,-0.027793462098889388,-0.030517007914838547,-0.026910149942365336,-0.031243900210311468,-0.026183257646892416,-0.006908829818808744,-0.003960118140275085,0.13232255494626424,1.3806629704180295e-13
58,0.006271714367450125,0.0008428638092576419,0.005428850558192483,0.007114578176707767,0.004619701301305147,0.007923727433595103,0.00395383889199161,0.00858958984290864,-0.010771933370543862,-0.006168854980936773,-0.026292290753293354,0.0008428638092576419,-0.027135154562550997,-0.02544942694403571,-0.027944303819438333,-0.024640277687148375,-0.02861016622875187,-0.023974415277834837,-0.010771933370543862,-0.006168854980936773,0.13248682577573304,1.2875721829034573e-13
59,0.009147406272315552,0.001185310408390435,0.007962095863925118,0.010332716680705987,0.0068241978718703005,0.011470614672760804,0.005887802649241856,0.012407009895389249,-0.01445909241166129,-0.008053213077643385,-0.03843136163510363,0.001185310408390435,-0.03961667204349406,-0.03724605122671319,-0.04075457003554888,-0.03610815323465837,-0.04169096525817732,-0.03517175801202993,-0.01445909241166129,-0.008053213077643385,0.1373161192034052,1.5909711884746554e-14
60,0.010343077804634773,0.0012380195462040756,0.009105058258430698,0.011581097350838848,0.007916559494074785,0.012769596115194761,0.006938524052573565,0.01374763155669598,-0.020565046768160664,-0.010790547439859506,-0.0432925616035494,0.0012380195462040756,-0.04453058114975347,-0.04205454205734532,-0.04571907991410939,-0.04086604329298941,-0.04669711535561061,-0.03988800785148819,-0.020565046768160664,-0.010790547439859506,0.1484140425977207,9.783033610817142e-17
61,0.009076316609755539,0.0011946040885639558,0.007881712521191582,0.010270920698319495,0.006734892596170185,0.011417740623340892,0.00579115536620466,0.012361477853306418,-0.027506521714890975,-0.013982618678893508,-0.03798945388474127,0.0011946040885639558,-0.03918405797330523,-0.036794849796177316,-0.04033087789832662,-0.03564802987115592,-0.04127461512829215,-0.0347042926411904,-0.027506521714890975,-0.013982618678893508,0.13522817851300567,3.965424223200035e-14
62,0.014198661089190812,0.0015439185097296528,0.01265474257946116,0.015742579598920465,0.011172580810120692,0.01722474136826093,0.009952885187434268,0.018444436990947357,-0.031652805647120634,-0.016904884362335146,-0.05967101282838337,0.0015439185097296528,-0.061214931338113024,-0.05812709431865372,-0.06269709310745349,-0.05664493254931325,-0.06391678873013992,-0.05542523692662683,-0.031652805647120634,-0.016904884362335146,0.16299167497353267,6.605135641421966e-20
63,0.017218187172995864,0.0017046991581096433,0.01551348801488622,0.018922886331105507,0.013876976823100963,0.020559397522890765,0.012530264488194345,0.021906109857797382,-0.03906504327227883,-0.021218710657425033,-0.0720706271107385,0.0017046991581096433,-0.07377532626884814,-0.07036592795262886,-0.0754118374606334,-0.0687294167608436,-0.07675854979554002,-0.06738270442593698,-0.03906504327227883,-0.021218710657425033,0.17852357662616805,1.2712004673321915e-23
64,0.021591405914451592,0.001982122834363977,0.019609283080087615,0.02357352874881557,0.017706445159098198,0.025476366669804986,0.016140568119950655,0.02704224370895253,-0.04629121796930158,-0.02676260505055876,-0.0900941082921653,0.001982122834363977,-0.09207623112652928,-0.08811198545780131,-0.0939790690475187,-0.0862091475368119,-0.09554494608666624,-0.08464327049766436,-0.04629121796930158,-0.02676260505055876,0.19203498177243605,3.8362326060605074e-27
65,0.02156646825349156,0.0020684709529378456,0.019497997300553713,0.023634939206429405,0.017512265185733383,0.025620671321249736,0.015878173132912482,0.027254763374070637,-0.056924854225780246,-0.03326715510240292,-0.09015736957521225,0.0020684709529378456,-0.0922258405281501,-0.08808889862227441,-0.09421157264297043,-0.08610316650745407,-0.09584566469579132,-0.08446907445463318,-0.056924854225780246,-0.03326715510240292,0.18409086109048137,4.857641943975082e-25
66,0.030120922290083868,0.002412849487579887,0.02770807280250398,0.032533771777663756,0.02539173729442729,0.03485010728574044,0.02348558619923918,0.03675625838092856,-0.06554585554913168,-0.03988161918460474,-0.12519157031877595,0.002412849487579887,-0.12760441980635584,-0.12277872083119606,-0.12992075531443253,-0.12046238532311937,-0.13182690640962064,-0.11855623422793127,-0.06554585554913168,-0.03988161918460474,0.21881308058460744,6.263835804281263e-35
67,0.04560893253749245,0.002864082264607137,0.04274485027288531,0.04847301480209959,0.039995331298862465,0.05122253377612244,0.037732706309822825,0.05348515876516208,-0.07919569033500277,-0.04937361417096385,-0.19006941745390551,0.002864082264607137,-0.19293349971851265,-0.18720533518929838,-0.19568301869253552,-0.18445581621527551,-0.19794564368157513,-0.1821931912262359,-0.07919569033500277,-0.04937361417096385,0.2750263602984067,6.115645090578041e-55
68,0.03338715775282144,0.0025573459190817147,0.03082981183373972,0.035944503671903154,0.02837475975142128,0.0383995557542216,0.026354456475346722,0.04041985903029616,-0.10454235092986347,-0.06386789921178984,-0.13899848791317726,0.0025573459190817147,-0.14155583383225898,-0.13644114199409554,-0.14401088591457742,-0.1339860899117771,-0.14603118919065197,-0.13196578663570255,-0.10454235092986347,-0.06386789921178984,0.22832479009672801,5.833025725999469e-38
69,0.029093476993600636,0.002539317330841836,0.0265541596627588,0.03163279432444247,0.024116415025150637,0.03407053896205063,0.022110354333785588,0.036076599653415684,-0.11776359677732912,-0.07355149441346784,-0.12069687960918037,0.002539317330841836,-0.1232361969400222,-0.11815756227833853,-0.12567394157763037,-0.11571981764073037,-0.12768000226899542,-0.11371375694936532,-0.11776359677732912,-0.07355149441346784,0.20158555323293845,8.538448305775e-30
70,0.04676519634090722,0.0031539291388054504,0.04361126720210177,0.049919125479712674,0.040583495228848535,0.05294689745296591,0.038091891209192236,0.055438501472622206,-0.1258679721937361,-0.08166682460821753,-0.19378618976318884,0.0031539291388054504,-0.19694011890199428,-0.1906322606243834,-0.19996789087524752,-0.18760448865113016,-0.20245949489490384,-0.18511288463147385,-0.1258679721937361,-0.08166682460821753,0.2573810185343127,4.1659572360426276e-48
71,0.08522347037845503,0.004580588811930397,0.08064288156652463,0.08980405919038542,0.07624551630707145,0.0942014244498386,0.07262685114564643,0.09782008961126362,-0.14314998577224003,-0.0943647177493396,-0.35168285046243425,0.004580588811930397,-0.35626343927436466,-0.34710226165050384,-0.3606608045338178,-0.3427048963910507,-0.36427946969524283,-0.33908623122962567,-0.14314998577224003,-0.0943647177493396,0.3169810229846678,2.4891744428571826e-73
72,0.08302512452432216,0.003925323451401655,0.0790998010729205,0.08695044797572382,0.07533149055957492,0.0907187584890694,0.07223048503296761,0.09381976401567671,-0.18673756592011037,-0.11939476080388892,-0.3440456922171432,0.003925323451401655,-0.3479710156685449,-0.34012036876574153,-0.35173932618189047,-0.33635205825239595,-0.35484033170849777,-0.33325105272578864,-0.18673756592011037,-0.11939476080388892,0.3551746666072503,7.279235407795251e-93
73,0.07049137997255635,0.003741736968272022,0.06674964300428432,0.07423311694082838,0.06315757551474319,0.07782518443036951,0.06020160330980829,0.08078115663530441,-0.22321325290317154,-0.14290355546404582,-0.2914744922227266,0.003741736968272022,-0.2952162291909986,-0.2877327552544546,-0.29880829668053976,-0.2841406877649134,-0.30176426888547464,-0.28118471555997854,-0.22321325290317154,-0.14290355546404582,0.3205581886765642,4.818654876243114e-75
74,0.07784025366993487,0.003972361617684387,0.07386789205225049,0.08181261528761925,0.07005442489927347,0.08562608244059627,0.0669162592213028,0.08876424811856694,-0.24011409869797506,-0.16199447320398253,-0.322079067333703,0.003972361617684387,-0.3260514289513874,-0.3181067057160186,-0.3298648961043644,-0.3142932385630416,-0.3330030617823351,-0.31115507288507094,-0.24011409869797506,-0.16199447320398253,0.33203192785462693,1.0675339621522135e-80
75,0.074666897320373,0.003890638854470041,0.07077625846590296,0.07855753617484304,0.06704124516561172,0.08229254947513429,0.06396764047058039,0.08536615417016562,-0.27062752860139605,-0.1838475203923642,-0.30924786383189623,0.003890638854470041,-0.3131385026863663,-0.3053572249774262,-0.31687351598665753,-0.30162221167713493,-0.31994712068168885,-0.2985486069821036,-0.27062752860139605,-0.1838475203923642,0.3259198440093279,1.1777637645107315e-77
76,0.07469078172864761,0.003908451730201294,0.07078232999844632,0.07859923345884891,0.06703021633745308,0.08235134711984214,0.06394253947059406,0.08543902398670117,-0.30205269263851536,-0.20304573970032672,-0.30897280958813506,0.003908451730201294,-0.3128812613183363,-0.3050643578579338,-0.3166333749793296,-0.3013122441969405,-0.3197210518461886,-0.2982245673300815,-0.30205269263851536,-0.20304573970032672,0.3246841614601554,4.761304681404747e-77
77,0.10310397275248558,0.004848101013098148,0.09825587173938743,0.10795207376558372,0.09360169476681321,0.11260625073815794,0.08977169496646567,0.11643625053850548,-0.3212504626093397,-0.2212689845062803,-0.4233609811050808,0.004848101013098148,-0.42820908211817893,-0.4185128800919827,-0.4328632590907532,-0.4138587031194084,-0.4366932588911007,-0.4100287033190609,-0.3212504626093397,-0.2212689845062803,0.3568710147305519,8.49601936132051e-94
78,0.10829986718300906,0.00466673153005774,0.10363313565295132,0.1129665987130668,0.09915307338409589,0.11744666098192223,0.09546635547535028,0.12113337889066784,-0.3331968177164475,-0.24690489779958147,-0.4478808259196158,0.00466673153005774,-0.45254755744967357,-0.44321409438955806,-0.45702761971852895,-0.43873403212070267,-0.4607143376272746,-0.435047314211957,-0.3331968177164475,-0.24690489779958147,0.3847780693665982,5.541826338954864e-110
79,0.09719269609546066,0.00462417528438822,0.09256852081107245,0.10181687137984888,0.08812931253805975,0.10625607965286157,0.08447621406339306,0.10990917812752826,-0.3505026733335263,-0.274422086749151,-0.4007160694236618,0.00462417528438822,-0.40534024470805,-0.39609189413927354,-0.40977945298106266,-0.3916526858662609,-0.4134325514557294,-0.3879995873915942,-0.3505026733335263,-0.274422086749151,0.3532241016517879,8.466635780092702e-92
80,0.09305260077417371,0.0045246676288703365,0.08852793314530337,0.09757726840304405,0.08418425222158785,0.10192094932675957,0.08060976479478028,0.10549543675356714,-0.36870960286701554,-0.29561627898798837,-0.38326092149519897,0.0045246676288703365,-0.3877855891240693,-0.37873625386632864,-0.3921292700477848,-0.37439257294261313,-0.3957037574745924,-0.37081808551580553,-0.36870960286701554,-0.29561627898798837,0.34653775885134475,3.340463860950005e-88
81,0.1061153107359238,0.004872047726398876,0.10124326300952492,0.11098735846232267,0.096566097192182,0.1156645242796656,0.09271717948832689,0.11951344198352071,-0.3789065785605981,-0.31047716391424174,-0.4377779302207988,0.004872047726398876,-0.4426499779471977,-0.43290588249439993,-0.4473271437645406,-0.42822871667705703,-0.45117606146839573,-0.4243797989732019,-0.3789065785605981,-0.31047716391424174,0.3643564590669343,5.5474789003768726e-98
82,0.08950216869903971,0.00444602712832339,0.08505614157071632,0.09394819582736309,0.08078795552752586,0.09821638187055355,0.07727559409615038,0.10172874330192903,-0.40032825629208185,-0.33346019793790493,-0.36964520996778055,0.00444602712832339,-0.3740912370961039,-0.3651991828394572,-0.3783594231392944,-0.3609309967962667,-0.3818717845706699,-0.3574186353648912,-0.40032825629208185,-0.33346019793790493,0.34006655078291825,8.345275110621842e-85
83,0.08584756537455966,0.00427651009560735,0.08157105527895231,0.09012407547016701,0.07746560558716925,0.09422952516195007,0.07408716261163945,0.09760796813747988,-0.4104403230220228,-0.3526100695039511,-0.355132545191472,0.00427651009560735,-0.3594090552870794,-0.35085603509586466,-0.36351450497886245,-0.3467505854040816,-0.36689294795439226,-0.3433721424285518,-0.4104403230220228,-0.3526100695039511,0.3392204504134896,2.289390770078702e-84
84,0.11404586284319874,0.0050076962924741905,0.10903816655072456,0.11905355913567293,0.10423077810994934,0.12386094757644815,0.10027469803889472,0.12781702764750277,-0.3990689170364214,-0.36502132761381895,-0.4681207441751589,0.0050076962924741905,-0.47312844046763314,-0.4631130478826847,-0.47793582890840836,-0.4583056594419095,-0.48189190897946294,-0.4543495793708549,-0.3990689170364214,-0.36502132761381895,0.37864101383715204,2.7618027104764116e-106
85,0.12829796718435676,0.0053806064676233025,0.12291736071673347,0.13367857365198008,0.11775197850781509,0.13884395586089843,0.11350129939839268,0.14309463497032085,-0.4024422367456785,-0.3739780886686439,-0.5280543775777429,0.0053806064676233025,-0.5334349840453662,-0.5226737711101196,-0.5386003662542845,-0.5175083889012012,-0.542851045363707,-0.5132577097917788,-0.4024422367456785,-0.3739780886686439,0.39373123674807076,1.6049559278760167e-115
86,0.10940207400386838,0.004952216283354245,0.10444985772051413,0.11435429028722263,0.09969573008849406,0.1191084179192427,0.09578347922464421,0.12302066878309255,-0.42366528810469206,-0.3881326029271517,-0.45028337530656953,0.004952216283354245,-0.45523559158992377,-0.4453311590232153,-0.45998971922194387,-0.4405770313911952,-0.4639019700857937,-0.43666478052734536,-0.42366528810469206,-0.3881326029271517,0.3688570433736342,1.4905706454762908e-100
87,0.11244456726324685,0.004767639023576457,0.1076769282396704,0.1172122062868233,0.10309999477703699,0.12178913974945671,0.09933355994841159,0.1255555745780821,-0.4348356970732538,-0.40034867085667813,-0.46201182470715496,0.004767639023576457,-0.4667794637307314,-0.4572441856835785,-0.4713563971933648,-0.4526672522209451,-0.47512283202199024,-0.4489008173923197,-0.4348356970732538,-0.40034867085667813,0.3901005418288954,2.965527178536054e-113
